"Fazenda";"Estrato";"Talhao";"Plantio";"Id_Amostra";"Material_Genetico";"Idade (anos)";"Data_Medicao";"Data_Plantio";"Area_Plantio (ha)";"Amostra";"MAC";"DAP (cm)";"Altura_Instalacao (m)";"Altura (m)";"VICC (m3)";"VISC (m3)";"g (m2)";"Coordenada_X";"Coordenada_Y";"Dap_Estimado"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,56";"20/02/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1168";"";"19,66570";"0,12340";"0,10700";"0,01350";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,57";"21/02/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,1204";"";"19,67030";"0,12340";"0,10710";"0,01350";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,57";"22/02/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1281";"";"19,67990";"0,12360";"0,10730";"0,01350";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,57";"23/02/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1357";"";"19,68960";"0,12380";"0,10750";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,57";"24/02/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,1395";"";"19,69430";"0,12390";"0,10750";"0,01360";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,58";"25/02/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1393";"";"19,69400";"0,12390";"0,10750";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,58";"26/02/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1390";"";"19,69370";"0,12390";"0,10750";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,58";"27/02/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,1395";"";"19,69430";"0,12390";"0,10750";"0,01360";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,58";"28/02/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1427";"";"19,69830";"0,12400";"0,10760";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,59";"29/02/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1459";"";"19,70230";"0,12410";"0,10770";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,59";"01/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,1491";"";"19,70620";"0,12420";"0,10780";"0,01360";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,59";"02/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1520";"";"19,70980";"0,12420";"0,10780";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,6";"03/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1548";"";"19,71340";"0,12430";"0,10790";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,6";"04/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,1586";"";"19,71820";"0,12440";"0,10800";"0,01360";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,6";"05/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1634";"";"19,72410";"0,12450";"0,10810";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,6";"06/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1682";"";"19,73010";"0,12460";"0,10820";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,61";"07/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,1777";"";"19,74190";"0,12490";"0,10840";"0,01360";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,61";"08/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1817";"";"19,74690";"0,12500";"0,10850";"0,01360";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,61";"09/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1857";"";"19,75180";"0,12510";"0,10860";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,61";"10/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,1873";"";"19,75380";"0,12510";"0,10860";"0,01370";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,62";"11/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1914";"";"19,75880";"0,12520";"0,10870";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,62";"12/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1955";"";"19,76390";"0,12530";"0,10880";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,62";"13/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,1965";"";"19,76520";"0,12530";"0,10880";"0,01370";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,63";"14/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1967";"";"19,76550";"0,12530";"0,10880";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,63";"15/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1970";"";"19,76580";"0,12540";"0,10880";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,63";"16/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,1965";"";"19,76520";"0,12530";"0,10880";"0,01370";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,63";"17/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,1986";"";"19,76780";"0,12540";"0,10890";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,64";"18/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2008";"";"19,77050";"0,12540";"0,10890";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,64";"19/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,2060";"";"19,77700";"0,12560";"0,10900";"0,01370";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,64";"20/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2058";"";"19,77670";"0,12560";"0,10900";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,64";"21/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2055";"";"19,77630";"0,12560";"0,10900";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,65";"22/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,2060";"";"19,77700";"0,12560";"0,10900";"0,01370";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,65";"23/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2092";"";"19,78090";"0,12570";"0,10910";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,65";"24/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2124";"";"19,78480";"0,12570";"0,10920";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,66";"25/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,2156";"";"19,78870";"0,12580";"0,10930";"0,01370";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,66";"26/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2193";"";"19,79330";"0,12590";"0,10930";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,66";"27/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2230";"";"19,79780";"0,12600";"0,10940";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,66";"28/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,2251";"";"19,80050";"0,12610";"0,10950";"0,01370";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,67";"29/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2246";"";"19,79980";"0,12600";"0,10950";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,67";"30/03/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2241";"";"19,79920";"0,12600";"0,10950";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,67";"31/03/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,2251";"";"19,80050";"0,12610";"0,10950";"0,01370";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,67";"01/04/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2301";"";"19,80660";"0,12620";"0,10960";"0,01370";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,68";"02/04/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2351";"";"19,81270";"0,12630";"0,10970";"0,01380";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,68";"03/04/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,2347";"";"19,81220";"0,12630";"0,10970";"0,01380";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,68";"04/04/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2379";"";"19,81610";"0,12640";"0,10980";"0,01380";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,69";"05/04/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2411";"";"19,82000";"0,12640";"0,10980";"0,01380";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,69";"06/04/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,2442";"";"19,82390";"0,12650";"0,10990";"0,01380";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,69";"07/04/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2442";"";"19,82390";"0,12650";"0,10990";"0,01380";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,69";"08/04/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2442";"";"19,82390";"0,12650";"0,10990";"0,01380";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,7";"09/04/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,2442";"";"19,82390";"0,12650";"0,10990";"0,01380";"-39,30403871";"-16,10599851";"False"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,7";"10/04/2024";"29/07/2021";"37,38";" 2514";"Dado Estimado";"13,2490";"";"19,82970";"0,12660";"0,11000";"0,01380";"-39,30403871";"-16,10599851";"True"
"36 - 2024 Jenipapo_002-01";"24 - 2024 Jenipapo_002-01";"002-01";"002-01";"299488ef-a6f1-4c4c-7b46-0ebb22a07553";"2123";"2,7";"11/04/2024";"29/07/2021";"37,38";" 2514";"C00C1D001530";"13,2490";"";"19,82970";"0,12660";"0,11000";"0,01380";"-39,30403871";"-16,10599851";"False"
